ФЛ-03К;0,12
ФЛ-03Ж;0,08
ВЛ-023;0,12
ВЛ-02;0,9
ВЛ-09;0,15
АК-070;0,1
ЦИНКАМЕТ;0,08
ХС-010;0,075
ХС-059;0,08
ХС-068;0,075
ХС-04(В);0,11
ХС-060;0,06
ЭП-057;0,28
ЭП-0199;0,17
ЭП-0263;0,15
ЭП-076;0,1
АУ-014;0,08
АС-0195;0,12
БС-030;0,1
ГФ-0119;0,24
ГФ-021;0,08
ГФ-017;0,09
ГФ-021БС;0,15
