ХВ-5179;0,15
ХВ-784;0,204
ЭП-730;0,07
ЭП-55;0,14
ПФ-170;0,06
ПФ-171;0,075
ПФ-283;0,07
БТ-577;0,15
АК-113;0,12
ХС-724;0,075
ХС-76;0,16
НЦ-218;0,09
НЦ-551;0,17
НЦ-134;0,05
МЛ-92;0,04
ГФ-95;0,07
